Date,Salesperson,Customer Name,Car Make,Car Model,Car Year,Sale Price,Commission Rate,Commission Earned
21-09-2022,Chris Petersen,Marco Wilson,Toyota,Civic,2019,13979,0.083583902,1168.42
23-03-2023,Justin Becker,Christopher Smith,Toyota,Corolla,2016,36564,0.136865658,5004.36
09-06-2022,Bryan Rodriguez,Pamela Morgan,Chevrolet,Civic,2022,14373,0.143148619,2057.48
17-09-2022,Hannah Castro,Patricia Zamora,Toyota,Civic,2013,30433,0.083024919,2526.7
21-03-2023,Melissa Johnson,Lisa Allen,Nissan,F-150,2016,21659,0.091593336,1983.82
25-05-2022,Tracy Noble,Barbara Butler,Ford,Corolla,2022,25966,0.078157597,2029.44
14-07-2022,Jennifer Mccann,Cathy Fisher,Toyota,Corolla,2022,34492,0.051782561,1786.08
13-07-2022,Kevin Andrews,Lauren Lawrence,Honda,Altima,2010,48226,0.051821106,2499.12
11-10-2022,Melinda Johnson,Brandon Harris,Chevrolet,Altima,2012,38267,0.056137541,2148.22
19-11-2022,Mr. Edward Reeves,Teresa Miller,Ford,Altima,2010,37334,0.105272635,3930.25
21-10-2022,Rhonda Fitzgerald,Janet Hammond,Toyota,Silverado,2018,48842,0.105372439,5146.6
22-12-2022,Ralph Eaton,Sean Smith,Ford,Civic,2015,28555,0.123430268,3524.55
02-01-2023,Thomas Webb,Kyle Mitchell,Nissan,F-150,2011,12756,0.141212607,1801.31
11-04-2023,Aaron Wood,Rebecca Lawson,Nissan,Altima,2016,13009,0.050009627,650.58
19-05-2022,Rebecca Franklin,Jason Perry,Honda,Civic,2018,16699,0.075791465,1265.64
17-06-2022,William Cochran,Katherine Hopkins,Ford,Altima,2018,21414,0.091892543,1967.79
03-07-2022,Jennifer Phillips,Evelyn Walters,Honda,Civic,2017,46569,0.060827992,2832.7
24-03-2023,Carrie Olson,Sherri Johnson,Ford,Civic,2016,39466,0.118304103,4668.99
12-09-2022,Monica Pace,Ashley Brown,Chevrolet,Corolla,2017,39612,0.0932197,3692.62
05-03-2023,Douglas Hester,Jimmy Schwartz,Ford,Corolla,2010,15440,0.139134002,2148.23
19-12-2022,Anthony Wilson,Pamela Larson,Chevrolet,Altima,2018,24448,0.126669409,3096.81
24-10-2022,Melanie Myers,Shawn Thomas,Honda,F-150,2016,24779,0.123897636,3070.06
28-01-2023,James Avila,Joshua Jones,Ford,Altima,2017,10863,0.065698906,713.69
17-05-2022,Edward Ramirez,Kristen Copeland,Nissan,F-150,2014,42066,0.131777914,5543.37
02-05-2022,William Williams,David Tyler,Ford,Corolla,2013,11481,0.11089505,1273.19
21-08-2022,Jason Lang,John Benton,Toyota,Civic,2016,43353,0.11813734,5121.61
19-12-2022,Shawn Paul,Victoria Frazier,Chevrolet,Corolla,2015,32386,0.123697182,4006.06
07-04-2023,Rebecca Ruiz,Jennifer Jenkins,Nissan,Altima,2017,13080,0.098933619,1294.05
29-07-2022,Rebekah Hoffman,Brian Olson,Ford,Altima,2012,22475,0.137404339,3088.16
08-06-2022,Whitney Short,Priscilla Mitchell,Chevrolet,Corolla,2016,14970,0.145729436,2181.57
06-01-2023,Jennifer Walls,Tyler Hernandez,Chevrolet,Corolla,2022,30882,0.122830732,3793.26
31-03-2023,Dr. Brittany Robertson,Amy Weaver,Nissan,F-150,2022,17482,0.108901734,1903.82
05-08-2022,Luke Williams,Tony Erickson,Nissan,Corolla,2011,47084,0.107374711,5055.63
12-08-2022,Amanda Hill,Sandra Hall,Chevrolet,F-150,2018,26864,0.108346914,2910.63
22-08-2022,Mark Proctor,Amanda Ho,Chevrolet,Civic,2012,12115,0.11267428,1365.05
02-09-2022,Billy Lynch,Lisa George,Nissan,F-150,2010,42933,0.121235807,5205.02
03-10-2022,Kathleen Patterson,Jenny Thomas,Toyota,F-150,2013,32971,0.067812273,2235.84
02-06-2022,Kristin White,Jennifer Wright,Chevrolet,Silverado,2013,21606,0.084788991,1831.95
03-10-2022,Matthew Wilson,Christopher Stokes,Honda,Corolla,2010,26662,0.146386857,3902.97
19-10-2022,Susan Mitchell,Michael Fleming,Nissan,Altima,2012,49543,0.069095638,3423.21
16-08-2022,Cody Mckenzie,Kelly Townsend,Toyota,Silverado,2010,10705,0.091043728,974.62
27-10-2022,William Jones,William Huang,Ford,Altima,2013,18012,0.086253869,1553.6
02-10-2022,Jennifer Blackburn,Maurice Murphy,Chevrolet,Altima,2016,36377,0.070617359,2568.85
26-10-2022,Dennis Pugh,Mrs. Victoria Bartlett PhD,Chevrolet,Altima,2021,43811,0.148926481,6524.62
18-11-2022,Kyle Cox,Katherine Washington,Toyota,Altima,2010,41028,0.087422322,3586.76
24-03-2023,Kristy Wilcox,Lynn Perkins,Chevrolet,Silverado,2010,26002,0.076294417,1983.81
18-01-2023,Meghan Butler,Wesley Horton,Nissan,Civic,2013,26449,0.142902011,3779.62
25-02-2023,Donald Mendoza,Kelsey Li,Chevrolet,Silverado,2016,15179,0.112704535,1710.74
03-03-2023,Robin Cooper,Russell Maldonado,Toyota,Altima,2021,44425,0.062659358,2783.64
07-01-2023,Steven Castaneda II,Veronica Hunter,Nissan,Corolla,2019,47545,0.052962445,2518.1
03-05-2022,Brian Jones,Rebekah Montgomery,Honda,Silverado,2016,46367,0.140489062,6514.06
30-04-2023,Kristina Robertson,David Johnson DVM,Nissan,Silverado,2010,10101,0.061406463,620.27
04-05-2022,Janet Johnson,Melissa Hogan,Honda,F-150,2017,49767,0.1184451,5894.66
15-08-2022,Shawn Johnston,Leslie Valdez,Ford,Corolla,2022,34130,0.097495259,3327.51
12-03-2023,Nicholas Grant,Steven Harmon,Ford,F-150,2015,34330,0.065009204,2231.77
21-06-2022,Jon Diaz,Tony Montes,Ford,Altima,2010,23936,0.070815203,1695.03
30-05-2022,Angela Rodriguez,Stephanie Golden,Nissan,Civic,2021,30264,0.083314589,2521.43
12-01-2023,Anthony Lowe,Sherri Hill,Ford,Civic,2017,42310,0.142460748,6027.51
30-06-2022,Frank Leon,Christopher Norris,Honda,Civic,2017,17438,0.091058085,1587.87
19-03-2023,Diana Rodriguez,Melanie Stewart,Chevrolet,Altima,2010,13280,0.096049957,1275.54
28-03-2023,Kelsey Brown,Jeff Price,Honda,F-150,2012,28649,0.057946211,1660.1
11-05-2022,Daniel Bell,Frank Maldonado,Toyota,Altima,2012,36299,0.06192915,2247.97
03-11-2022,Richard Lam,Adam Thomas,Honda,Silverado,2013,35002,0.101994866,3570.02
04-07-2022,Heidi Barrett,Julia Roberts,Honda,Silverado,2021,19450,0.088115532,1713.85
16-02-2023,Anthony Russell,Kim Montoya,Honda,F-150,2015,44621,0.0814958,3636.42
12-10-2022,Anna Meadows,Claire Sullivan,Ford,F-150,2011,40348,0.080386439,3243.43
18-10-2022,Alexis Collins,Connor Sampson,Ford,Corolla,2018,44465,0.110717855,4923.07
15-01-2023,Tammy Williams,Kristy Burgess,Honda,F-150,2016,36426,0.110756004,4034.4
11-05-2022,Victoria Lopez,Lisa Murphy,Toyota,Silverado,2014,37761,0.086617366,3270.76
08-03-2023,David Snyder,James Monroe,Nissan,Corolla,2013,31168,0.111937717,3488.87
08-11-2022,Rachel Williams,Daisy Cervantes,Ford,Corolla,2020,36198,0.116833606,4229.14
24-12-2022,Debbie Kelly,Jennifer Walker,Nissan,F-150,2019,22497,0.064200017,1444.31
24-09-2022,Travis Hogan,Jason Thompson Jr.,Toyota,Civic,2021,43083,0.130150118,5607.26
10-10-2022,Mark Diaz,Nina Owen,Honda,Corolla,2021,11893,0.110472798,1313.85
25-12-2022,Nicole Ramirez,Evan Smith,Nissan,Corolla,2019,12558,0.059358668,745.43
01-06-2022,Brandon Chavez,Rachael Adams,Honda,F-150,2011,44744,0.135945707,6082.75
16-01-2023,Michael Weaver,Benjamin Freeman,Honda,Silverado,2021,19460,0.113502564,2208.76
30-05-2022,David Daniels,Cindy Miranda,Chevrolet,Corolla,2015,22959,0.13237455,3039.19
07-10-2022,Albert Harris,Cody Wilson,Ford,Silverado,2014,44244,0.089977176,3980.95
06-01-2023,Nathaniel Schaefer,Nicole Williams,Chevrolet,Civic,2022,48027,0.093294681,4480.66
28-10-2022,Jennifer Brown,Stephen Chandler,Honda,F-150,2017,32892,0.104057589,3422.66
07-09-2022,Kevin Rodriguez,Jeffrey Torres,Honda,F-150,2014,47452,0.148713257,7056.74
31-03-2023,Mitchell Davies,Patricia Hutchinson,Toyota,Silverado,2022,16339,0.051047489,834.06
26-10-2022,Alexis Morris,Robert Cox,Toyota,Silverado,2010,19084,0.145682109,2780.2
28-12-2022,Timothy Stephens,Lynn Greer,Toyota,F-150,2018,46873,0.067712706,3173.9
20-08-2022,Laurie Smith,Christy Johnson,Ford,Silverado,2010,46937,0.096494575,4529.17
17-02-2023,Joseph Harris,Mrs. Amy Vargas,Nissan,Silverado,2012,26907,0.093204777,2507.86
19-11-2022,Morgan Aguilar,Andrew Cobb,Ford,Altima,2017,13356,0.061698604,824.05
18-12-2022,Stephanie Diaz,Lisa Fox,Toyota,F-150,2012,43383,0.092140162,3997.32
05-12-2022,Derek Collins,Michelle Alexander,Toyota,Altima,2011,32685,0.112451747,3675.49
02-11-2022,Nicole Rodriguez,Roy Osborne,Honda,Civic,2018,41835,0.143507099,6003.62
27-01-2023,Angela Bailey,Heather Martin,Toyota,Corolla,2020,15716,0.148652659,2336.23
14-10-2022,Holly Santana,Erik Williams,Nissan,Silverado,2019,25710,0.095883924,2465.18
12-09-2022,Thomas Johnson,Samantha Chavez,Nissan,Civic,2022,15805,0.09172663,1449.74
19-01-2023,Jeanette Hall,James Johnson,Chevrolet,Silverado,2016,30214,0.08621575,2604.92
10-04-2023,Kimberly Suarez,John Smith,Toyota,Corolla,2017,18296,0.121378458,2220.74
17-03-2023,Kimberly Blanchard,Jose Castaneda,Honda,Silverado,2022,10640,0.053537604,569.64
16-10-2022,Terri Santos,Susan Wright,Ford,Corolla,2017,36817,0.146363857,5388.68
11-10-2022,Kimberly Miller,Laura Miller,Ford,Civic,2011,35548,0.107696769,3828.4
20-08-2022,Joshua Wilson,Jennifer Morrison,Nissan,Silverado,2020,32277,0.113912738,3676.76
31-07-2022,Natalie Mills,Gilbert Delacruz,Chevrolet,Civic,2019,12498,0.069100608,863.62
14-03-2023,Stacey King,Alison Ramirez,Chevrolet,Civic,2017,31731,0.134939905,4281.78
17-02-2023,Andrea Kim,Shawn Smith,Chevrolet,Corolla,2010,26104,0.086891923,2268.23
13-03-2023,Tyler Reyes,Megan Patterson,Ford,Silverado,2022,49525,0.109546157,5425.27
09-11-2022,Daniel Downs,Theresa Houston,Chevrolet,Altima,2010,18017,0.078690223,1417.76
21-08-2022,Alexandra Mcneil,Stephanie Wilson,Toyota,Silverado,2011,43160,0.059074253,2549.64
22-02-2023,Kevin Garner,Ryan Lester,Chevrolet,Silverado,2019,42960,0.09157778,3934.18
25-07-2022,Jennifer Mckinney,Renee Bell,Nissan,Silverado,2020,37247,0.111994002,4171.44
04-08-2022,Rebecca Bowman,Nicholas Smith,Toyota,Civic,2012,36508,0.135980896,4964.39
05-11-2022,Harold Walker,Joyce Williams,Chevrolet,Corolla,2021,44940,0.101811053,4575.39
17-01-2023,Jill Carter,Natasha Dennis,Honda,Civic,2015,35405,0.118094952,4181.15
17-11-2022,John Sullivan,David Wall,Toyota,Civic,2013,32978,0.10944914,3609.41
03-07-2022,Melissa Coffey,Monica Reilly,Nissan,Corolla,2016,39128,0.050997154,1995.42
10-01-2023,Jonathan Jackson,John Harris,Nissan,Corolla,2021,25118,0.052035923,1307.04
26-07-2022,Colton Bennett,Anthony Hartman,Chevrolet,Silverado,2010,40983,0.074220985,3041.8
14-04-2023,Valerie Simmons,Jeffery Vargas MD,Toyota,Altima,2020,20446,0.144281058,2949.97
03-11-2022,Reginald Dawson,Stanley Duncan,Toyota,Altima,2012,13481,0.060196104,811.5
13-04-2023,Crystal Doyle,Charles Watts,Chevrolet,Corolla,2010,38215,0.079147626,3024.63
09-12-2022,Catherine Fernandez,Kimberly Johnson,Chevrolet,Corolla,2015,13852,0.095381271,1321.22
20-12-2022,Cynthia Bauer,James Obrien,Honda,Altima,2012,46212,0.055289814,2555.05
17-05-2022,Rachel White,Angel Chaney,Honda,Corolla,2013,37248,0.096084411,3578.95
15-11-2022,Leonard Miller,Donna Quinn,Ford,Altima,2010,19584,0.0846225,1657.25
04-10-2022,Abigail Williams,Michael Peck,Toyota,Altima,2019,39026,0.111530219,4352.58
30-05-2022,Alicia Mullen MD,Amy Gibson,Toyota,F-150,2014,15206,0.085725279,1303.54
13-01-2023,James Greene,Kayla Gray,Honda,Corolla,2014,28211,0.070323065,1983.88
02-06-2022,Frank Robinson,Adriana Cox,Ford,F-150,2020,15875,0.072423522,1149.72
30-10-2022,Jason Alexander,Matthew Young,Ford,Altima,2014,12498,0.061385571,767.2
11-03-2023,Adrienne Ford,Thomas Hicks,Chevrolet,Silverado,2020,38223,0.108667758,4153.61
12-06-2022,Alicia Chen,Holly Davis,Ford,F-150,2013,47189,0.132528119,6253.87
27-05-2022,Richard Rogers,Laura Bailey,Chevrolet,Corolla,2016,30951,0.066042468,2044.08
15-04-2023,Adam Johnson,Colleen Blevins,Toyota,Altima,2012,35008,0.098620324,3452.5
10-01-2023,Walter Patel,Laura Anderson,Ford,Silverado,2022,40771,0.143375296,5845.55
26-07-2022,Timothy Cook,Kimberly Schneider,Toyota,Civic,2012,19951,0.127474704,2543.25
21-10-2022,Heather Bernard,Patricia Martinez,Ford,Corolla,2010,16768,0.112621341,1888.43
03-03-2023,Jason Blair,Sabrina Hudson,Chevrolet,Civic,2015,11899,0.137152083,1631.97
05-01-2023,Ricky Carter,Robert Lynch,Chevrolet,Silverado,2017,38607,0.090934481,3510.71
20-11-2022,Darrell Stuart,Ashley Smith,Nissan,Silverado,2020,22393,0.137937796,3088.84
09-04-2023,Amanda Morris,Christina Mendez,Nissan,F-150,2021,38854,0.138372297,5376.32
24-03-2023,Jeffrey Collins DVM,Jennifer Moses,Ford,Civic,2020,11249,0.110709071,1245.37
15-05-2022,Michelle Gonzales,Christian Jackson,Nissan,Corolla,2015,36447,0.095330455,3474.51
09-06-2022,Jennifer Phillips,Jessica Mejia,Ford,Silverado,2019,21178,0.090247187,1911.25
11-09-2022,David Robinson,Courtney Taylor,Honda,Civic,2019,46096,0.127447679,5874.83
26-01-2023,Sara Wells,Kelly Rose,Honda,Corolla,2018,16449,0.122236728,2010.67
22-10-2022,Robert Carter,Calvin Hansen,Chevrolet,F-150,2013,22928,0.117747446,2699.71
01-07-2022,Debbie Clayton,Mia Rose,Ford,Civic,2017,40403,0.140925601,5693.82
28-10-2022,Richard Smith,Michael Parks,Nissan,Corolla,2016,43898,0.087054297,3821.51
22-01-2023,Anthony Hays,Tiffany Dixon,Nissan,Civic,2021,31000,0.123228894,3820.1
10-05-2022,Mercedes Lowe,Katherine Castillo,Honda,Corolla,2021,34819,0.068522605,2385.89
06-01-2023,John Fry,David Davies,Ford,Altima,2017,43283,0.13628308,5898.74
02-05-2022,Marco Marsh,Daniel Alvarado,Honda,F-150,2014,32476,0.114850574,3729.89
10-10-2022,Diane Sims,David Medina III,Chevrolet,Civic,2014,18337,0.130999226,2402.13
03-07-2022,John Garza,Jeff Berg,Chevrolet,Silverado,2018,16718,0.066679169,1114.74
09-03-2023,Christopher Barrett,Gregory Nichols,Chevrolet,Corolla,2019,39597,0.086329354,3418.38
20-08-2022,Katherine Dougherty,Stephen Jones,Toyota,Silverado,2015,42093,0.147535896,6210.23
21-10-2022,Michael Anderson,Brandy Kemp,Ford,Silverado,2020,18843,0.139072821,2620.55
19-11-2022,Jerry Mclaughlin,James Jacobson,Chevrolet,Silverado,2020,31442,0.093991716,2955.29
31-05-2022,Robert Miller,Dr. William Wood Jr.,Ford,Silverado,2010,29541,0.092218047,2724.21
02-11-2022,Brandy Morrow,Mr. Kenneth Frey,Ford,Silverado,2016,45120,0.115720816,5221.32
07-02-2023,Nicole Lucas,Tiffany Ward,Chevrolet,Civic,2010,45910,0.095919544,4403.67
02-05-2022,Robin Brennan,Carla Lyons,Toyota,F-150,2020,20365,0.13567133,2762.95
05-09-2022,Carrie Aguilar,Nicole Taylor,Toyota,Altima,2018,24168,0.104094838,2515.76
04-02-2023,Heidi Stewart,Antonio Vaughn,Nissan,Civic,2015,42328,0.095529933,4043.59
02-09-2022,Kathleen Owens,Marcus Salazar,Toyota,Corolla,2010,39812,0.050739901,2020.06
29-04-2023,Jessica Vega,Brian Hendricks,Toyota,Altima,2016,17939,0.108672376,1949.47
05-09-2022,Natalie Ryan,Robert Smith,Honda,F-150,2021,10452,0.063090215,659.42
30-08-2022,Duane Hawkins,Victoria Wallace,Honda,Civic,2021,44173,0.141028554,6229.65
26-03-2023,Christopher Chandler,Katherine Bautista,Nissan,F-150,2022,40625,0.073081708,2968.94
03-10-2022,Rebecca Mcguire,Linda Johnson,Ford,F-150,2010,40260,0.065977338,2656.25
19-01-2023,Mary Bradley,Lauren Powell,Toyota,Silverado,2019,25332,0.062187227,1575.33
10-10-2022,Daniel Patel,Mr. Philip Blackwell,Honda,Silverado,2017,17545,0.144964265,2543.4
28-01-2023,Jim Cooke,Walter Perez,Nissan,Corolla,2016,43502,0.0701352,3051.02
30-05-2022,Bradley Yang,Kelsey Moyer,Chevrolet,Corolla,2019,34647,0.092925296,3219.58
26-07-2022,Mr. Philip Nelson,Kathleen Moreno,Chevrolet,F-150,2014,37225,0.134628898,5011.56
02-07-2022,Martin Gordon,Mary Williams,Ford,F-150,2020,18033,0.058791079,1060.18
29-06-2022,Amy Howell,Erin Munoz,Nissan,F-150,2018,25368,0.13870187,3518.59
29-07-2022,Roy Bowers Jr.,Alejandro Fry,Honda,Corolla,2014,23842,0.106302376,2534.46
12-07-2022,Denise Hoover,Michael Vaughn,Ford,Corolla,2015,17965,0.11957363,2148.14
12-06-2022,Paula Torres,Tara Woods,Toyota,F-150,2019,39526,0.085715557,3387.99
29-12-2022,Gary Wells,Timothy Berry,Nissan,Silverado,2021,19414,0.139691643,2711.97
02-05-2022,Mark Woodard,Andrew Richards,Chevrolet,F-150,2014,26634,0.08568327,2282.09
10-04-2023,Jesus Schmidt,Theresa Lambert,Toyota,Silverado,2022,10227,0.063265717,647.02
24-04-2023,Lauren Ball,William Ashley,Chevrolet,Altima,2014,24401,0.1289307,3146.04
28-08-2022,William Campbell,Philip Adams,Ford,Altima,2013,44681,0.054200006,2421.71
31-10-2022,Nicholas Hill,Angela Lopez,Toyota,F-150,2016,18281,0.077368854,1414.38
30-11-2022,Heather Campbell,Eric Townsend,Ford,Silverado,2010,32791,0.12482419,4093.11
20-02-2023,Deanna Johnson,Spencer Burnett,Toyota,F-150,2022,21579,0.080734162,1742.16
08-07-2022,Susan Miller,Margaret Morse,Honda,F-150,2011,24283,0.093908413,2280.38
06-07-2022,Randall Bennett,Roger Frazier,Chevrolet,F-150,2012,11699,0.085746615,1003.15
19-04-2023,Jessica James,Zoe Rodriguez,Ford,Silverado,2018,21112,0.114366412,2414.5
30-01-2023,George Randolph,Kayla Pham,Toyota,Civic,2020,43524,0.139642406,6077.8
11-11-2022,Francisco Villanueva,Bryan Walter,Honda,Altima,2022,13561,0.137134746,1859.68
30-01-2023,Kathleen Jackson,Timothy Hodge,Nissan,Silverado,2019,20029,0.126109291,2525.84
19-05-2022,Tommy Howell,Anne Henderson,Nissan,Civic,2011,35883,0.059740134,2143.66
31-08-2022,Amanda Lopez,Gregory Johnson,Chevrolet,Corolla,2010,37992,0.092685972,3521.33
05-09-2022,Sharon Jackson DDS,Charles Jackson,Chevrolet,Altima,2019,31532,0.069044972,2177.13
01-11-2022,John Riggs,Kendra James,Nissan,Silverado,2022,35492,0.060970213,2163.95
12-11-2022,Tyrone Baker,Omar Mcdowell,Honda,Silverado,2016,42150,0.149524288,6302.45
25-01-2023,Ashley Smith,Mary Collins,Nissan,Silverado,2015,16264,0.117587175,1912.44
11-05-2022,Rebecca Walker,Cynthia Taylor,Toyota,Altima,2014,29342,0.086994127,2552.58
17-04-2023,Cheryl Downs,Tonya Davis,Nissan,Civic,2019,48237,0.137816273,6647.84
12-05-2022,Jennifer Todd,Luke Alvarado,Ford,Corolla,2017,12470,0.064121717,799.6
03-05-2022,Anna King,Shelley Houston,Ford,Altima,2020,35669,0.053581307,1911.19
20-07-2022,Derrick Jackson,Jackson Bishop,Chevrolet,F-150,2014,11982,0.104837672,1256.16
13-01-2023,Natasha Mitchell,Brian Gregory,Honda,F-150,2016,40763,0.085531432,3486.52
18-12-2022,Shannon Hahn,Mary Thompson,Chevrolet,Altima,2012,25644,0.088221704,2262.36
11-01-2023,Jessica Brown,Carol Russell,Honda,F-150,2012,25334,0.05532793,1401.68
03-08-2022,Jennifer Martinez,Brian Ramirez,Honda,Civic,2016,30359,0.11614957,3526.18
29-07-2022,Jerome Smith,Krystal Martinez,Ford,Corolla,2019,21535,0.097648167,2102.85
30-08-2022,Lindsey Richards,Bradley Keller,Honda,Altima,2014,22483,0.089364218,2009.18
23-11-2022,Vincent Jones,Kathleen Bailey,Honda,Altima,2022,13851,0.069263948,959.37
24-07-2022,Cynthia Williams,Amber Sparks,Honda,Altima,2021,35751,0.124966302,4467.67
07-01-2023,Alan Thompson,Johnathan Rivas,Honda,Corolla,2016,46486,0.119016916,5532.62
28-11-2022,Kelly Parks,Eugene Carroll,Chevrolet,F-150,2017,49619,0.065572541,3253.64
22-06-2022,Chelsea Simpson,Johnny Weiss,Ford,Civic,2017,45985,0.113379634,5213.76
17-06-2022,Kimberly Hines,Cynthia Carpenter,Chevrolet,Silverado,2022,26328,0.082836545,2180.92
12-03-2023,Brandi Scott,Charles Davis,Honda,Altima,2010,43740,0.134937153,5902.15
30-08-2022,Sarah Green,Scott Little,Toyota,F-150,2010,40388,0.140009607,5654.71
18-04-2023,Kyle Vaughn,Karen Guzman,Toyota,Altima,2021,34915,0.12105233,4226.54
06-03-2023,Daryl Padilla,Megan Bishop,Ford,Civic,2015,32194,0.128205428,4127.45
28-07-2022,Allison Monroe,Michael Smith,Nissan,Corolla,2013,26784,0.080997826,2169.45
13-01-2023,Alexander Key,Melissa Rodriguez,Honda,F-150,2021,23313,0.096151332,2241.58
01-06-2022,Kayla Clark,Ms. Dana Fleming,Honda,Civic,2012,18360,0.053143215,975.71
13-06-2022,Theresa Schaefer,Erik Garza,Ford,Civic,2016,17809,0.074353418,1324.16
09-01-2023,Jane Morris,Sharon Heath,Chevrolet,F-150,2014,46988,0.094305993,4431.25
21-11-2022,Gary Andrade,Mike Hamilton,Toyota,Corolla,2018,45640,0.114334681,5218.23
19-06-2022,Karen Barton,Bryan Luna,Chevrolet,Altima,2017,40943,0.08905826,3646.31
18-08-2022,Trevor Hart,Mark Hanson,Ford,Altima,2022,44014,0.103927873,4574.28
02-02-2023,Jack Kaiser,Mary Farmer,Nissan,Corolla,2017,16043,0.104649741,1678.9
25-01-2023,Tony Jones,David Wood,Toyota,Corolla,2014,15010,0.088859935,1333.79
09-06-2022,Christopher Wright,Michael Hogan,Toyota,Silverado,2019,39720,0.137771373,5472.28
23-07-2022,Timothy Benson,Pamela Meyers,Honda,Civic,2022,40808,0.105788491,4317.02
27-11-2022,Sharon Rodriguez,Frank Miller,Honda,F-150,2011,40419,0.145986103,5900.61
15-05-2022,Casey Evans,Andrew Phillips,Toyota,Corolla,2018,20365,0.089614183,1824.99
09-08-2022,Brent Hayden,Kristopher Garcia,Honda,Altima,2019,11889,0.130782781,1554.88
01-11-2022,Melissa Mann,William Gill,Ford,Civic,2013,16191,0.095769335,1550.6
20-06-2022,Erin Smith,Dalton Cross,Ford,Silverado,2010,24611,0.062847803,1546.75
11-08-2022,Sarah Carter,Samuel Ball,Honda,Civic,2012,20708,0.09278116,1921.31
11-06-2022,Jeffrey Weeks,Miss Erica Case,Toyota,F-150,2016,14763,0.1434326,2117.5
14-04-2023,Brenda Wang,Benjamin Lee,Nissan,F-150,2015,42391,0.108283861,4590.26
11-04-2023,Kimberly Lane,Ivan Wright,Nissan,Altima,2013,40977,0.077787058,3187.48
03-01-2023,Sarah Barker,Heidi Stevens,Nissan,Altima,2011,26120,0.128934796,3367.78
28-04-2023,Anthony Henderson,Ashley Rhodes,Ford,Civic,2012,17579,0.113768394,1999.93
15-09-2022,Natasha Hammond,Ariel Harrison,Nissan,F-150,2013,45639,0.108652764,4958.8
17-09-2022,Heather Lewis,Dawn Bush,Honda,Silverado,2015,31696,0.09955392,3155.46
28-04-2023,Alexis Marquez,Dalton Mccarty,Honda,Civic,2017,31272,0.071361168,2231.61
10-12-2022,Tiffany Snyder,John Liu,Ford,F-150,2015,21573,0.119771975,2583.84
18-03-2023,Ashley Baker,Christopher Clements,Honda,Corolla,2014,12559,0.108726489,1365.5
15-08-2022,Allison Garcia,Christopher Gates,Ford,Altima,2017,18613,0.07859197,1462.83
23-11-2022,Mark Jones,Melissa Gilbert,Honda,Corolla,2017,28183,0.096919165,2731.47
04-08-2022,Robert Owens,Karen Smith,Honda,F-150,2021,40264,0.07463757,3005.21
08-07-2022,Mrs. Samantha Coleman,Samantha Thomas,Chevrolet,Silverado,2020,10496,0.097622337,1024.64
04-09-2022,Shannon Gonzales,Vanessa Velez,Nissan,Corolla,2020,41747,0.077885611,3251.49
18-03-2023,Carlos Baker,Thomas Bryant,Nissan,F-150,2012,42553,0.066343706,2823.12
19-06-2022,Zachary Reed,Kimberly Lee,Honda,Silverado,2016,30920,0.065856924,2036.3
10-12-2022,Jennifer Boyd,Jacob Spencer,Honda,Corolla,2014,41720,0.060362669,2518.33
09-11-2022,Jacob Smith,Jennifer Kirk,Honda,Altima,2021,18139,0.089298757,1619.79
16-04-2023,Julie Rodriguez,Matthew Sampson,Ford,Corolla,2014,37556,0.130094505,4885.83
24-03-2023,Donald Moore,Melinda Garcia,Nissan,Civic,2021,39695,0.145804841,5787.72
12-02-2023,Trevor Mcgee,Dennis Ryan,Chevrolet,Corolla,2011,20121,0.088645557,1783.64
04-09-2022,Michael Carr,Felicia Bass,Nissan,Altima,2018,30515,0.110714188,3378.44
21-05-2022,David Carrillo,Marissa Smith,Nissan,Corolla,2019,27606,0.132063888,3645.76
05-01-2023,Victor Krause,Lisa Sims,Toyota,Altima,2014,17647,0.093540276,1650.71
10-02-2023,Molly Forbes,Kimberly Choi,Honda,Altima,2020,11752,0.07153878,840.72
30-11-2022,Edward Butler,Joseph Fletcher,Chevrolet,Altima,2016,13398,0.065701108,880.26
29-11-2022,Jennifer George,Lisa Butler,Ford,Corolla,2020,26852,0.137287663,3686.45
15-02-2023,Tina Lopez,Mary Perez,Chevrolet,F-150,2019,14814,0.146443117,2169.41
07-01-2023,Steve Tate,Ashley Burgess,Nissan,Silverado,2015,21695,0.076413118,1657.78
25-12-2022,Angela Jones,Brandon Pennington,Toyota,Corolla,2015,12998,0.134324596,1745.95
16-04-2023,Billy Robles,Hailey Lee,Ford,Civic,2014,45316,0.100933008,4573.88
13-05-2022,Kathryn Hamilton,Cole Jones,Ford,Silverado,2020,36592,0.059816948,2188.82
23-01-2023,Paul Horn,Brandon Poole,Nissan,Altima,2016,30607,0.103473841,3167.02
27-08-2022,Katelyn Dominguez,Lauren Hancock,Ford,Altima,2015,25204,0.080572119,2030.74
26-11-2022,Tonya Sutton,Phillip Evans,Nissan,Silverado,2013,27706,0.148458576,4113.19
23-12-2022,Ruben Hall,Jimmy Noble,Chevrolet,Altima,2018,25326,0.136564105,3458.62
24-09-2022,Sarah Noble,Tina Payne,Ford,Silverado,2015,15007,0.059126543,887.31
13-12-2022,Alexander Long,Tara Owens,Nissan,Corolla,2013,39988,0.118185934,4726.02
03-08-2022,Renee Johnson,Sarah Graham,Toyota,F-150,2020,25973,0.125157901,3250.73
